Index,gameid&date,TeamIDsDate,Unnamed: 3,gameid,officials_ref,officials_ump,officials_lj,officials_line,officials_bj,officials_fj,officials_sj,officials_cj,officials_alt,homeid,homename,visid,visname,date,location,stadium,start_time,end_time,duration,attend,temp,wind,weather,postseason,leaguegame,neutralgame,nightgame,score_home,record_home,rank_home,penalties_no_home,penalties_yds_home,fumbles_no_home,fumbles_lost_home,rush_att_home,rush_yds_home,rush_gain_home,rush_loss_home,rush_td_home,rush_long_home,pass_comp_home,pass_att_home,pass_int_home,pass_yds_home,pass_td_home,pass_long_home,pass_sacks_home,pass_sackyds_home,score_vis,record_vis,rank_vis,penalties_no_vis,penalties_yds_vis,fumbles_no_vis,fumbles_lost_vis,rush_att_vis,rush_yds_vis,rush_gain_vis,rush_loss_vis,rush_td_vis,rush_long_vis,pass_comp_vis,pass_att_vis,pass_int_vis,pass_yds_vis,pass_td_vis,pass_long_vis,pass_sacks_vis,pass_sackyds_vis,Matchup,MatchupTeam1,MatchupTeam2,HomeWeightedRank,VisitorWeightedRank,MatchupWeightedRank,SEC EAST,SEC West,SEC INTERDIVISIONAL,Matchup_Full_TeamNames,Rank Home - Missing Data List,Rank Vis - Missing Data list,weatherb,Date,GAME,GameID,Visitor Team,Home Team,VisTeamID,HomeTeamID,RATING,VIEWERS,Network
233,09-04-2017CFAK17TT,TENN@GT09-04-2017,621,CFAK17TT,"O'Neill, John","Colosimo, Rob.","Engelberts, P.","Sutter, William","Elliott, Mich.","Powers, Gary","Hassel, Stephen","Conlin, Michael","Conlin, Michael",GT,Georgia Tech,TENN,Tennessee,2017-09-04,"Atlanta, Georgia",Mercedes-Benz Stdm,8:05,11:47,3:42,75107,0,,Roof Closed,0,character(0),1,Y,41,0-1,character(0),4,37,3,2,86,535,545,10,6,38,5,10,0,120,0,44,0,0,42,Jan-00,character(0),2,20,0,0,22,148,150,2,4,30,20,37,0,221,2,50,0,0,GT-TENN,GT,TENN,50,50,100,0,0,0,Georgia Tech vs Tennessee,character(0),character(0),0,9/4/17,Tennessee @ Georgia Tech (ESPN),Tennessee-Georgia Tech09-04-2017,Tennessee,Georgia Tech,TENN,GT,,5267782.0,ESPN
235,09-02-2017APP01,APPST@UGA09-02-2017,609,APP01,David Smith,Johnny Hibbett,Marc Bovos,Jay Vines,Wayne Gautney,Andy Britton,Richard Rooker,Kevin Vicknair,Kevin Vicknair,UGA,Georgia,APPST,Appalachian State,2017-09-02,"Athens, Ga.",Sanford Stadium,6:20,9:35,3:15,92746,81,9 NW,A few clouds,0,character(0),0,Y,31,Jan-00,15,8,46,0,0,44,221,233,12,3,44,11,20,2,147,1,34,1,1,10,0-1,character(0),11,105,1,0,32,136,166,30,1,32,21,32,0,148,0,28,2,10,APPST-UGA,APPST,UGA,15,50,65,0,0,0,Appalachian State vs Georgia,15,character(0),0,9/2/17,Appalachian State @ Georgia,Appalachian State-Georgia09-02-2017,Appalachian State,Georgia,APPST,UGA,,1744365.0,ESPN
236,09-02-2017LS01,BYU@LSU09-02-2017,610,LS01,Stuart Mullins,Johnnie Forte,Robert Zivkovic,John Hoffmann,Robert Luklan,Bill Dolbow,George Liotus,Jeff Tomlin,Jeff Tomlin,LSU,LSU,BYU,Brigham Young,2017-09-02,"New Orleans, La.",M-B Superdome,8:40 PM,11:34 PM,2:54,53826,0,,Dome,0,character(0),1,Y,27,Jan-00,13,10,86,0,0,57,294,303,9,3,16,15,18,0,185,0,52,0,0,0,1-Jan,character(0),5,39,0,0,14,-5,20,25,0,6,12,24,1,102,0,17,3,25,BYU-LSU,BYU,LSU,13,50,63,0,0,0,Brigham Young vs LSU,13,character(0),0,9/2/17,BYU @ LSU,BYU-LSU09-02-2017,BYU,LSU,BYU,LSU,,1817285.0,ESPN
238,09-02-2017CFAK17AF,FSU@UA09-02-2017,612,CFAK17AF,Michael Cannon,Ken Zelmanski,John Quinn,Michael Dolce,"Robert Smith,Jr",Grady Smith,Joel Clay,Bryan Banks,Bryan Banks,UA,Alabama,FSU,Florida State,2017-09-02,"Atlanta, Georgia",Mercedes-Benz Stdm,8:16,11:32,3:16,76330,0,,Roof Closed,0,character(0),1,Y,24,Jan-00,1,5,30,1,0,42,173,184,11,1,34,10,18,0,96,1,53,2,8,7,0-1,3,4,30,1,1,27,40,71,31,0,9,19,33,2,210,1,38,3,20,FSU-UA,FSU,UA,1,3,4,0,0,0,Florida State vs Alabama,1,3,0,9/2/17,Florida State @ Alabama (ABC),Florida State-Alabama09-02-2017,Florida State,Alabama,FSU,UA,,12556761.0,ABC
241,09-02-2017ADVO2017,MICH@UF09-02-2017,615,ADVO2017,Brad Van Vark,Michael Cooper,Frank LeBlanc,George Gusman,Brian Ernest,Jason Ledet,Fulton Carson,Brian Alos,Brian Alos,UF,Florida,MICH,Michigan,2017-09-02,"Arlington, Texas",AT&T Stadium,2:41 PM,6:09 PM,3:28,75802,72,,indoors,0,character(0),1,character(0),17,0-1,character(0),5,45,5,3,27,11,66,55,0,16,14,26,0,181,0,34,6,35,33,Jan-00,character(0),7,55,0,0,49,215,248,33,1,36,12,26,2,218,1,48,5,22,MICH-UF,MICH,UF,50,50,100,0,0,0,Michigan vs Florida,character(0),character(0),0,9/2/17,Michigan @ Florida (ABC),Michigan-Florida09-02-2017,Michigan,Florida,MICH,UF,,7895057.0,ABC
244,09-02-2017USA01,USAL@OM09-02-2017,618,USA01,Matt Loeffler,Stan Weihe,Michael Shirey,GA Gus Morris,Tony Josselyn,Mike Boshers,Jesse Dupuy,Chris Snead,Chris Snead,OM,Mississippi (Ole Miss),USAL,South Alabama,2017-09-02,"Oxford, Miss.",Vaught-Hemingway,6:32 PM,9:52 PM,3:20,62532,81,W 2 mph,partly cloudy,0,character(0),0,Y,47,Jan-00,character(0),7,45,1,1,29,102,120,18,1,13,28,35,0,429,4,77,2,18,27,0-1,character(0),3,22,1,0,37,170,197,27,2,21,19,31,0,204,1,30,1,15,OM-USAL,OM,USAL,50,50,100,0,0,0,Mississippi (Ole Miss) vs South Alabama,character(0),character(0),0,9/2/17,South Alabama @ Ole Miss,South Alabama-Mississippi (Ole Miss)09-02-2017,South Alabama,Mississippi (Ole Miss),USAL,OM,,168033.0,ESPNU
260,12-03-2016SEC2016,UA@UF12-03-2016,594,SEC2016,Matt Loeffler,Stan Weihe,Michael Shirey,G A Gus Morris,Tony Josselyn,Bobby Ables,Jesse Dupuy,Chris Snead,Chris Snead,UF,Florida,UA,Alabama,2016-12-03,"Atlanta, Ga.",Georgia Dome,4:11,7:38,3:27,74632,0,,,0,character(0),1,character(0),16,4-Aug,15,7,53,1,0,30,0,51,51,0,7,26,39,3,261,2,32,4,36,54,13-0,1,2,14,1,0,38,234,260,26,4,34,11,20,0,138,1,52,2,11,UA-UF,UA,UF,15,1,16,0,0,0,Alabama vs Florida,15,1,0,12/3/16,Alabama vs. Florida ,Alabama-Florida12-03-2016,Alabama,Florida,UA,UF,6.6,11090000.0,CBS
261,11-26-201612UA-AU,AU@UA11-26-2016,587,12UA-AU,John McDaid,Tom Quick,David Oliver,Gary Jayroe,John Wright,P. Davenport,Chris Conley,Wayne Winkler,Wayne Winkler,UA,Alabama,AU,Auburn,2016-11-26,"Tuscaloosa, Ala.",Bryant-Denny Stadium,2:40 PM,5:58 PM,3:18,101821,62,N@6mph,Partly cloudy,0,Y,0,character(0),30,Dec-00,1,4,28,4,0,44,203,225,22,1,26,28,37,2,298,2,39,0,0,12,4-Aug,15,4,19,0,0,26,66,83,17,0,13,7,19,1,116,0,55,1,5,AU-UA,AU,UA,1,15,16,0,WEST,0,Auburn vs Alabama,1,15,0,11/26/16,Auburn @ Alabama,Auburn-Alabama11-26-2016,Auburn,Alabama,AU,UA,4.5,8200000.0,CBS
262,11-26-2016FS112616,UF@FSU11-26-2016,588,FS112616,Jeff Flanagan,Jim Eckl,Colin Formulak,Arthur Hardin,Bryan Platt,Wayne Rundell,M. McCarthy,Tyrone Anderson,Tyrone Anderson,FSU,Florida State,UF,Florida,2016-11-26,"Tallahassee, Fla.",Doak Campbell,8:14 PM,11:38,3:24,78342,53,N 10 mph,Clear skies,0,character(0),0,Y,31,3-Sep,14,3,35,2,2,40,249,258,9,3,27,15,26,1,138,1,46,0,0,13,3-Aug,15,4,44,3,2,29,58,106,48,0,24,19,35,0,149,0,25,6,47,FSU-UF,FSU,UF,14,15,29,0,0,0,Florida State vs Florida,14,15,0,11/26/16,Florida @ Florida St (ABC),Florida-Florida State11-26-2016,Florida,Florida State,UF,FSU,3.6,4240277.0,ABC
264,11-26-2016LOU12,UK@LOU11-26-2016,590,LOU12,M. Loeffler,S.Weihe,M. Shirey,G. Morris III,T. Josselyn,J. Batts,J. Dupuy,C. Snead,C. Snead,LOU,Louisville,UK,Kentucky,2016-11-26,"LOUISVILLE, KY",Papa John's Cardinal,12:01PM,3:37PM,3:36,54075,45,W-5mph,Cloudy,0,character(0),0,character(0),38,3-Sep,11,4,48,1,1,46,280,319,39,3,61,16,25,3,281,2,42,3,31,41,5-Jul,character(0),4,41,1,1,43,229,240,11,2,36,17,29,1,352,3,75,0,0,LOU-UK,LOU,UK,11,50,61,0,0,0,Louisville vs Kentucky,11,character(0),0,11/26/16,Kentucky @ Lousiville,Kentucky-Louisville11-26-2016,Kentucky,Louisville,UK,LOU,0.9,1116576.0,ESPN
266,11-26-2016CU1126,SCAR@CU11-26-2016,592,CU1126,Marc Curles,Brent Sowell,Chris Conway,Randall Kizer,Scott Vaughan,Wes Booker,Richard Rooker,Brian Davis,Brian Davis,CU,Clemson,SCAR,South Carolina,2016-11-26,"Clemson, SC",Memorial Stadium,7:35 PM,10:59 PM,3:23,81542,55,E 2mph,Clear,0,character(0),0,Y,56,1-Nov,4,7,75,0,0,54,250,276,26,2,23,29,35,1,372,6,34,1,10,7,6-Jun,character(0),5,54,2,0,29,111,147,36,0,28,14,29,1,107,1,33,3,20,CU-SCAR,CU,SCAR,4,50,54,0,0,0,Clemson vs South Carolina,4,character(0),0,11/26/16,S. Carolina @ Clemson,South Carolina-Clemson11-26-2016,South Carolina,Clemson,SCAR,CU,1.5,1756370.0,ESPN
268,11-25-2016MIZZ12,AR@MIZZU11-25-2016,586,MIZZ12,Brad Rogers,Johnny Hibbett,Kirk Lewis,JOhn Langlois,Michael Watson,Grant Jackson,Chuck Russ,Kevin Vicknair,Kevin Vicknair,MIZZU,Missouri,AR,Arkansas,2016-11-25,"Columbia, Mo.",Memorial Stadium,1:30 PM,4:57,3:27,51043,42,"NW, 5-10","Overcast, cool",0,Y,0,character(0),28,8-Apr,character(0),2,10,4,1,30,131,165,34,3,82,16,26,0,268,1,67,2,26,24,5-Jul,character(0),8,55,0,0,46,155,216,61,2,30,24,39,2,348,1,66,4,44,AR-MIZZU,AR,MIZZU,50,50,100,0,0,INTER,Arkansas vs Missouri,character(0),character(0),0,11/25/16,Arkansas @ Missouri,Arkansas-Missouri11-25-2016,Arkansas,Missouri,AR,MIZZU,1.5,2500000.0,CBS
269,11-24-2016TAMU_12,LSU@TAMU11-24-2016,585,TAMU_12,Hubert Owens,Walt Hill,Chuck Rice,Chad Green,Martin Hankins,Greg Thomas,Chad Hill,David Smith,David Smith,TAMU,Texas A&M,LSU,LSU,2016-11-24,"College Station, TX",Kyle Field,6:33 PM,10:18 PM,3:45,102961,65,East 5,Partly cloudy,0,Y,0,Y,39,4-Aug,22,6,55,3,1,33,188,208,20,2,33,17,38,0,284,3,48,2,15,54,4-Jul,25,5,29,2,0,46,298,312,14,5,45,20,28,0,324,2,42,0,0,LSU-TAMU,LSU,TAMU,22,25,47,0,WEST,0,LSU vs Texas A&M,22,25,0,11/24/16,LSU @ Texas A&M,LSU-Texas A&M11-24-2016,LSU,Texas A&M,LSU,TAMU,1.3,1536885.0,ESPN
274,11-19-2016UT1119,MIZZU@TENN11-19-2016,580,UT1119,Hubert Owens,Walt Hill,Chuck Rice,Tim Sistrunk,Martin Hankins,Greg Thomas,Chad Hill,Steve Marlowe,Steve Marlowe,TENN,Tennessee,MIZZU,Missouri,2016-11-19,"Knoxville, Tenn.",Neyland Stadium,3:41 PM,7:31 PM,3:50,101012,51,W 12 mph,Sunny,0,Y,0,character(0),63,3-Aug,character(0),5,45,0,0,45,386,393,7,5,70,15,22,0,223,3,57,1,2,37,8-Mar,character(0),7,51,2,2,67,420,442,22,4,38,21,43,2,320,1,50,1,7,MIZZU-TENN,MIZZU,TENN,50,50,100,EAST,0,0,Missouri vs Tennessee,,,0,11/19/16,Missouri @ Tennessee,Missouri-Tennessee11-19-2016,Missouri,Tennessee,MIZZU,TENN,1.5,2500000.0,CBS
276,11-19-201611UTC-UA,UTC@UA11-19-2016,582,11UTC-UA,Marc Curles,Wally Hough,Chris Conway,Randall Kizer,Scott Vaughan,Wes Booker,Richard Rooker,Wayne Winkler,Wayne Winkler,UA,Alabama,UTC,Chattanooga,2016-11-19,"Tuscaloosa, AL",Bryant-Denny Stadium,6:05,9:10 PM,3:05,101821,50,NNW@10,Clear skies,0,character(0),0,Y,31,Nov-00,1,1,10,2,1,37,196,224,28,1,34,15,21,0,136,3,47,3,16,3,3-Aug,character(0),2,10,4,2,30,70,100,30,0,13,17,24,0,114,0,31,0,0,UA-UTC,UA,UTC,1,50,51,0,0,0,Alabama vs Chattanooga,1,character(0),0,11/19/16,Chattanooga @ Alabama,Chattanooga-Alabama11-19-2016,Chattanooga,Alabama,UTC,UA,1.5,1713877.0,ESPN2
277,11-19-2016GAME11,UTXSA@TAMU11-19-2016,583,GAME11,Brad Rogers,Rick Lowe,Kirk Lewis,Ralph Green,Michael Watson,Grant Jackson,Chris Jamison,Sebrina Brunson,Sebrina Brunson,TAMU,Texas A&M,UTXSA,Texas at San Antonio,2016-11-19,"College Station,Texa",Kyle Field,11:01 AM,2:10 PM,3:09,102502,55,N 13 mph,sunny,0,character(0),0,character(0),23,3-Aug,22,2,15,1,1,38,183,218,35,1,47,19,32,0,248,1,37,2,13,10,6-May,character(0),3,35,2,1,37,48,98,50,0,22,18,31,0,204,1,35,6,36,TAMU-UTXSA,TAMU,UTXSA,22,50,72,0,0,0,Texas A&M vs Texas-San Antonio (UTSA),22,character(0),0,11/19/16,Texas San Antonio @ TAMU,Texas San Antonio-Texas A&M11-19-2016,Texas San Antonio,Texas A&M,UTXSA,TAMU,0.2,195527.0,ESPNU
280,11-12-2016UGA1610,AU@UGA11-12-2016,568,UGA1610,Ken Williamson,Wally Hough,Michael Taylor,Lane Thomas,Grantis Bell,Jeff Batts,Rob Skelton,Tra Boger,Tra Boger,UGA,Georgia,AU,Auburn,2016-11-12,"Athens, Ga.",Sanford Stadium,3:40,6:56,3:16,92746,62,10 E,"Fair, gusts to 20mph",0,Y,0,character(0),13,4-Jun,character(0),5,30,1,0,43,135,184,49,0,18,20,33,1,208,0,57,2,18,7,3-Jul,character(0),3,36,1,0,32,127,143,16,1,18,8,22,1,37,0,14,2,9,AU-UGA,AU,UGA,50,50,100,0,0,INTER,Auburn vs Georgia,,8,0,11/12/16,Auburn @ Georgia,Auburn-Georgia11-12-2016,Auburn,Georgia,AU,UGA,2.9,4990000.0,CBS
282,11-12-2016AR111216,LSU@AR11-12-2016,570,AR111216,John McDaid,Johnny Hibbett,David Oliver,Jay Vines,John Wright,Phil Davenport,Chris Conley,Brian Davis,Brian Davis,AR,Arkansas,LSU,LSU,2016-11-12,"Fayetteville, Ark.",DWRRS,6:10 PM,9:30 PM,3:20,75156,54,Calm,Clear,0,Y,0,Y,10,4-Jun,25,7,56,1,1,24,81,103,22,0,34,15,31,2,210,1,54,3,22,38,3-Jun,24,5,44,2,2,51,390,406,16,5,96,10,16,0,157,0,48,1,6,AR-LSU,AR,LSU,25,24,49,0,WEST,0,Arkansas vs LSU,25,24,0,11/12/16,LSU @ Arkansas,LSU-Arkansas11-12-2016,LSU,Arkansas,LSU,AR,1.4,1636175.0,ESPN
283,11-12-201610MSU-UA,MS@UA11-12-2016,571,10MSU-UA,Matt Loeffler,Stan Weihe,Michael Shirey,"Gus Morris, III",Tony Josselyn,Bobby Ables,Jesse Dupuy,Chris Snead,Chris Snead,UA,Alabama,MS,Mississippi State,2016-11-12,"Tuscaloosa, Ala.",Bryant-Denny Stadium,11:02 AM,2:20 PM,3:18,101821,64,NE@9mph,"Clear, sunny",0,Y,0,character(0),51,Oct-00,1,3,35,1,1,31,218,221,3,1,60,31,41,1,397,5,67,1,1,3,6-Apr,character(0),4,31,1,0,35,94,131,37,0,24,16,43,1,180,0,41,3,29,MS-UA,MS,UA,1,50,51,0,WEST,0,Mississippi State vs Alabama,1,character(0),0,11/12/16,Mississippi State @ Alabama,Mississippi State-Alabama11-12-2016,Mississippi State,Alabama,MS,UA,2.0,3257079.0,ESPN
285,11-12-2016UF-SC,SCAR@UF11-12-2016,573,UF-SC,Brad Rogers,Rick Lowe,Kirk Lewis,John Langlois,Michael Watson,Grant Jackson,Chris Jamison,Kevin Vicknair,Kevin Vicknair,UF,Florida,SCAR,South Carolina,2016-11-12,"Gainesville, Fla.",BHG Stadium,12:08 PM,3:20 PM,3:12,89614,72,ENE 4,"Sunny, 51% humidity",0,Y,0,character(0),20,2-Jul,character(0),10,80,2,2,37,171,205,34,0,33,17,21,1,201,2,30,1,5,7,5-May,character(0),2,10,2,1,30,43,79,36,1,11,18,33,1,213,0,47,5,24,SCAR-UF,SCAR,UF,50,50,100,EAST,0,0,South Carolina vs Florida,22,,0,11/12/16,South Carolina @ Florida,South Carolina-Florida11-12-2016,South Carolina,Florida,SCAR,UF,1.5,2450000.0,CBS
287,11-05-2016LS08,UA@LSU11-05-2016,560,LS08,Matt Austin,Rodney Lawary,Michael Taylor,Johnny Crawford,Jimmy Russell,Blake Parks,Chuck Russ,Paul Schardein,Paul Schardein,LSU,LSU,UA,Alabama,2016-11-05,"Baton Rouge, La.",Tiger Stadium,7:10 PM,10:20,3:08,102321,70,1-3 mph,Clear 52% Humidity,0,Y,0,Y,0,3-May,15,3,20,0,0,27,33,64,31,0,9,11,24,1,92,0,41,5,22,10,Sep-00,1,6,29,2,1,51,216,247,31,1,28,10,19,1,107,0,52,1,5,LSU-UA,LSU,UA,15,1,16,0,WEST,0,LSU vs Alabama,15,1,0,11/5/16,Alabama @ LSU,Alabama-LSU11-05-2016,Alabama,LSU,UA,LSU,5.8,10400000.0,CBS
288,11-05-2016AR110516,UF@AR11-05-2016,561,AR110516,David Smith,Tom Quick,Michael Shirey,GA Gus Morris,Tony Josselyn,Bobby Ables,Jesse Dupuy,Chris Snead,Chris Snead,AR,Arkansas,UF,Florida,2016-11-05,"Fayetteville, Ark.",DWRRS,2:37 PM,6:04 PM,3:27,74432,66,E 3mph,scattered clouds,0,Y,0,character(0),31,3-Jun,character(0),9,97,0,0,49,223,243,20,2,41,15,26,1,243,1,43,1,9,10,2-Jun,10,3,34,2,0,14,12,44,32,0,21,19,37,2,229,0,25,3,25,AR-UF,AR,UF,50,10,60,0,0,INTER,Arkansas vs Florida,character(0),10,0,11/5/16,Florida @ Arkansas,Florida-Arkansas11-05-2016,Florida,Arkansas,UF,AR,2.6,4300000.0,CBS
289,11-05-2016GM09_GS,GAS@OM11-05-2016,562,GM09_GS,Matt Loeffler,Stan Weihe,Tim Beard,Jay Vines,Wayne Gautney,Andy Britton,MichaelWilliams,Chad Lorance,Chad Lorance,OM,Mississippi (Ole Miss),GAS,Georgia Southern,2016-11-05,"Oxford, Miss.",Vaught-Hemingway,11:01 AM,2:24 PM,3:23,60263,65,,partly cloudy,0,character(0),0,character(0),37,5-Apr,character(0),6,65,0,0,45,196,203,7,3,21,17,28,1,245,1,38,0,0,27,5-Apr,character(0),6,54,1,0,59,267,287,20,2,68,7,17,1,134,1,36,1,5,GAS-OM,GAS,OM,50,50,100,0,0,0,Georgia Southern vs Mississippi (Ole Miss),character(0),character(0),0,11/5/16,Ga. Southern @ Ole Miss,Georgia Southern-Mississippi (Ole Miss)11-05-2016,Georgia Southern,Mississippi (Ole Miss),GAS,OM,0.1,209456.0,ESPNU
294,11-05-2016AU09,VANDY@AU11-05-2016,567,AU09,James Carter,Russ Pulley,Walter Flowers,Tim Sistrunk,Dax Hill,J Taylor,A. Jeffries,Lee Hedrick,Lee Hedrick,AU,Auburn,VANDY,Vanderbilt,2016-11-05,"Auburn, AL",Jordan-Hare,11:01 AM,2:22 PM,3:21,87451,68,Breezy,Clear and sunny,0,Y,0,character(0),23,2-Jul,11,5,56,2,1,45,271,281,10,1,60,12,17,0,115,1,21,0,0,16,5-Apr,character(0),5,26,2,0,33,120,140,20,0,19,24,38,1,221,1,29,1,8,AU-VANDY,AU,VANDY,11,50,61,0,0,INTER,Auburn vs Vanderbilt,11,character(0),0,11/5/16,Vanderbilt @ Auburn,Vanderbilt-Auburn11-05-2016,Vanderbilt,Auburn,VANDY,AU,1.3,2056985.0,ESPN
296,10-29-2016UF-UGA,UF@UGA10-29-2016,555,UF-UGA,Hubert Owens,Russ Pulley,Chuck Rice,Chad Green,Martin Hankins,Greg Thomas,Chad Hill,Lee Hedrick,Lee Hedrick,UGA,Georgia,UF,Florida,2016-10-29,"Jacksonville, Fla.",EverBank Field,3:39 PM,7:04 PM,3:25,84681,80,NE 13,"ptly cldy, 67% humid",0,Y,1,character(0),10,4-Apr,character(0),5,49,0,0,19,21,45,24,0,8,15,33,0,143,1,38,2,16,24,1-Jun,14,6,45,2,0,48,100,148,48,2,12,15,25,1,131,1,21,3,40,UF-UGA,UF,UGA,50,14,64,EAST,0,0,Florida vs Georgia,character(0),14,0,10/29/16,Florida @ Georgia,Florida-Georgia10-29-2016,Florida,Georgia,UF,UGA,2.6,4500000.0,CBS
298,10-29-2016TAMU_08,NMSU@TAMU10-29-2016,557,TAMU_08,Steve Marlowe,Stan Weihe,Michael Shirley,Gus Morris,Tony Josselyn,Bobby Ables,Jesse Dupuy,character(0),character(0),TAMU,Texas A&M,NMSU,New Mexico State,2016-10-29,"College Station, TX",Kyle Field,6:32 PM,9:51,3:19,99960,83,S/SE 5,Sunny,0,character(0),0,Y,52,1-Jul,9,5,53,2,1,39,233,246,13,2,29,22,34,0,282,3,41,2,8,10,6-Feb,character(0),5,30,1,0,39,169,191,22,0,34,21,38,0,147,1,23,3,12,NMSU-TAMU,NMSU,TAMU,9,50,59,0,0,0,New Mexico State vs Texas A&M,9,character(0),0,10/29/16,New Mexico St @ Texas A&M,New Mexico State-Texas A&M10-29-2016,New Mexico State,Texas A&M,NMSU,TAMU,0.1,193457.0,ESPNU
300,10-29-2016SC8_UT,TENN@SCAR10-29-2016,559,SC8_UT,James Carter,Walt Hill,Tim Beard,Johnny Crawford,Dax Hill,J. Taylor,A. Jeffries,Wayne Winkler,Wayne Winkler,SCAR,South Carolina,TENN,Tennessee,2016-10-29,"Columbia, S.C.",Williams-Brice Stad.,7:15 PM,10:55 PM,3:40,78696,71,S 3 mph,Clear,0,Y,0,Y,24,4-Apr,character(0),7,77,0,0,49,158,194,36,1,40,15,21,0,167,2,35,6,30,21,3-May,character(0),9,87,2,1,37,136,179,43,1,34,12,27,2,161,1,25,2,24,SCAR-TENN,SCAR,TENN,50,50,100,EAST,0,0,South Carolina vs Tennessee,,18,0,10/29/16,Tennessee @ S Carolina,Tennessee-South Carolina10-29-2016,Tennessee,South Carolina,TENN,SCAR,0.9,1518822.0,ESPN2
301,10-22-2016AU07,AR@AU10-22-2016,547,AU07,Ken Williamson,Wally Hough,Mickey Bryson,Lane Thomas,Grantis Bell,Greg Thomas,Rob Skelton,Tra Boger,Tra Boger,AU,Auburn,AR,Arkansas,2016-10-22,"Auburn, AL",Jordan-Hare,5:01 PM,8:20 PM,3:19,87451,67,NW 10mph,Sunny,0,Y,0,Y,56,2-May,21,2,10,0,0,57,543,544,1,7,78,7,12,0,89,1,45,0,0,3,3-May,17,4,29,1,1,31,25,68,43,0,11,18,33,1,190,0,19,4,25,AR-AU,AR,AU,21,17,38,0,WEST,0,Arkansas vs Auburn,21,17,0,10/22/16,Arkansas @ Auburn,Arkansas-Auburn10-22-2016,Arkansas,Auburn,AR,AU,1.3,2129685.0,ESPN
304,10-22-2016LS07,OM@LSU10-22-2016,550,LS07,Matt Loeffler,Stan Weihe,Michael Shirey,GA Gus Morris,Tony Josselyn,Bobby Ables,Chuck Russ,Chris Snead,Chris Snead,LSU,LSU,OM,Mississippi (Ole Miss),2016-10-22,"Baton Rouge, La.",Tiger Stadium,8:15 PM,11:38 PM,3:23,101720,57,Calm,Humidity 69%,0,Y,0,Y,38,2-May,25,6,43,2,2,36,311,354,43,4,78,19,28,1,204,1,40,2,15,21,4-Mar,23,4,30,0,0,36,116,128,12,1,12,19,32,2,209,1,50,2,5,LSU-OM,LSU,OM,25,23,48,0,WEST,0,LSU vs Mississippi (Ole Miss),25,23,0,10/22/16,Ole Miss @ LSU,Mississippi (Ole Miss)-LSU10-22-2016,Mississippi (Ole Miss),LSU,OM,LSU,1.6,2669255.0,ESPN
305,10-22-201608TAM-UA,TAMU@UA10-22-2016,551,08TAM-UA,John McDaid,Walt Hill,David Oliver,Gary Jayroe,John Wright,Glen Fucik,Chris Conley,Lee Hedrick,Lee Hedrick,UA,Alabama,TAMU,Texas A&M,2016-10-22,"Tuscaloosa, Ala.",Bryant-Denny Stadium,2:39 PM,6:13 PM,3:34,101821,71,N@10mph,"Clear, Sunny",0,Y,0,character(0),33,Aug-00,1,7,44,1,0,57,287,327,40,1,37,15,25,2,164,2,45,3,11,14,1-Jun,6,9,81,2,1,38,114,179,65,0,27,14,31,1,164,2,33,5,50,TAMU-UA,TAMU,UA,1,6,7,0,WEST,0,Texas A&M vs Alabama,1,6,0,10/22/16,Texas &M @ Alabama,Texas A&M-Alabama10-22-2016,Texas A&M,Alabama,TAMU,UA,5.0,8500000.0,CBS
306,10-22-2016161022VU,TNSTATE@VANDY10-22-2016,552,161022VU,Brad Rogers,Rick Lowe,Chuck Rice,Chad Green,Martin Hankins,P. Davenport,Chad Hill,Kevin Vicknair,Kevin Vicknair,VANDY,Vanderbilt,TNSTATE,Tennessee State,2016-10-22,"Nashville, Tenn.",Vanderbilt Stadium,6:32 PM,9:45,3:12,31084,61,CALM,FAIR,0,character(0),0,Y,35,4-Apr,character(0),5,63,0,0,42,358,364,6,4,49,15,24,0,143,1,21,1,5,17,2-May,character(0),9,63,3,1,23,125,138,13,0,23,19,30,1,285,2,93,3,8,TNSTATE-VANDY,TNSTATE,VANDY,50,50,100,0,0,0,Tennessee State vs Vanderbilt,character(0),character(0),0,10/22/16,Tennessee St @ Vanderbilt,Tennessee State-Vanderbilt10-22-2016,Tennessee State,Vanderbilt,TNSTATE,VANDY,0.1,152051.0,ESPNU
308,10-15-2016UT1015,UA@TENN10-15-2016,542,UT1015,Ken Williamson,Wally Hough,Mickey Bryson,Lane Thomas,Grantis Bell,Glen Fucik,Rob Skelton,Tra Boger,Tra Boger,TENN,Tennessee,UA,Alabama,2016-10-15,"Knoxville, Tenn.",Neyland Stadium,3:39 PM,7:00 PM,3:21,102455,82,SW 8 mph,Sunny,0,Y,0,character(0),10,2-May,9,1,10,0,0,32,32,81,49,1,12,18,31,1,131,0,36,3,37,49,Jul-00,1,5,38,2,1,49,438,480,42,5,85,17,27,1,156,0,31,2,19,TENN-UA,TENN,UA,9,1,10,0,0,INTER,Tennessee vs Alabama,9,1,0,10/15/16,Alabama @ Tennessee,Alabama-Tennessee10-15-2016,Alabama,Tennessee,UA,TENN,3.9,6600000.0,CBS
