Index,gameid&date,TeamIDsDate,Unnamed: 3,gameid,officials_ref,officials_ump,officials_lj,officials_line,officials_bj,officials_fj,officials_sj,officials_cj,officials_alt,homeid,homename,visid,visname,date,location,stadium,start_time,end_time,duration,attend,temp,wind,weather,postseason,leaguegame,neutralgame,nightgame,score_home,record_home,rank_home,penalties_no_home,penalties_yds_home,fumbles_no_home,fumbles_lost_home,rush_att_home,rush_yds_home,rush_gain_home,rush_loss_home,rush_td_home,rush_long_home,pass_comp_home,pass_att_home,pass_int_home,pass_yds_home,pass_td_home,pass_long_home,pass_sacks_home,pass_sackyds_home,score_vis,record_vis,rank_vis,penalties_no_vis,penalties_yds_vis,fumbles_no_vis,fumbles_lost_vis,rush_att_vis,rush_yds_vis,rush_gain_vis,rush_loss_vis,rush_td_vis,rush_long_vis,pass_comp_vis,pass_att_vis,pass_int_vis,pass_yds_vis,pass_td_vis,pass_long_vis,pass_sacks_vis,pass_sackyds_vis,Matchup,MatchupTeam1,MatchupTeam2,HomeWeightedRank,VisitorWeightedRank,MatchupWeightedRank,SEC EAST,SEC West,SEC INTERDIVISIONAL,Matchup_Full_TeamNames,Rank Home - Missing Data List,Rank Vis - Missing Data list,weatherb,Date,GAME,GameID,Visitor Team,Home Team,VisTeamID,HomeTeamID,RATING,VIEWERS,Network
703,09-21-2013UF-UT,TENN@UF09-21-2013,153,UF-UT,Matt Moore,Tom Quick,Kirk Lewis,Gary Jayne,Tony Josselyn,M. Williams,Chris Conley,character(0),R.Rougeou:rplay,UF,Florida,TENN,Tennessee,2013-09-21,"Gainesville, Fla.",Ben Hill Griffin,3:39pm,7:03pm,3:24,90074,88,South 5,"Sunny, 45% humidity",0,Y,0,character(0),31,1-Feb,18,6,44,6,2,56,215,256,41,3,28,11,20,1,167,1,52,0,0,17,2-Feb,character(0),3,25,2,2,23,66,87,21,0,15,14,34,4,154,1,32,1,6,TENN-UF,TENN,UF,18,50,68,EAST,0,0,Tennessee vs Florida,18,character(0),0,9/21/13,UT @ UF,Tennessee-Florida09-21-2013,Tennessee,Florida,TENN,UF,2.8,4544000.0,CBS
706,09-21-2013092113VU,VANDY@UMASS09-21-2013,156,092113VU,David Smith,Jeff Roberson,Will McDonald,W. Randall Kize,Dax Hill,Andy Britton,Jesse Dupuy,character(0),character(0),UMASS,Massachusetts,VANDY,Vanderbilt,2013-09-21,"Foxboro, Mass.",Gillette Stadium,12:01 PM,3:13 PM,3:12,16419,72,S 8-20,Mostly Cloudy,0,character(0),0,character(0),7,0-4,character(0),4,20,4,1,31,99,132,33,0,15,23,33,0,149,1,10,1,4,24,2-Feb,character(0),5,35,1,1,39,166,167,1,1,12,19,28,1,240,2,42,1,1,UMASS-VANDY,UMASS,VANDY,50,50,100,0,0,0,Massachusetts vs Vanderbilt,character(0),character(0),0,9/21/13,VU @ Umass (ESPNews),Vanderbilt-Massachusetts09-21-2013,Vanderbilt,Massachusetts,VANDY,UMASS,0.1,174205.0,ESPNews
707,09-14-2013TA03-ALA,UA@TAMU09-14-2013,140,TA03-ALA,Tom Ritter,Casey Moreland,Tim Beard,Johnny Crawford,John Wright,Brad Freeman,Chuck Russ,character(0),Ken Williamson,TAMU,Texas A&M,UA,Alabama,2013-09-14,"College Station, TX",Kyle Field,2:42 PM,6:17,3:35,87596,95,calm,partly cloudy,0,Y,0,character(0),42,1-Feb,6,6,55,2,0,32,164,172,8,1,20,28,39,2,464,5,95,1,5,49,Feb-00,1,12,104,1,1,37,234,239,5,2,16,20,29,0,334,4,51,0,0,TAMU-UA,TAMU,UA,6,1,7,0,WEST,0,Texas A&M vs Alabama,6,1,0,9/14/13,ALA @ TAMU,Alabama-Texas A&M09-14-2013,Alabama,Texas A&M,UA,TAMU,8.6,13663000.0,CBS
708,09-14-2013LS03,KENT@LSU09-14-2013,141,LS03,Hubert Owens,Russ Pulley,Paul Petrisko,Chad Green,Stan Murray,Greg Thomas,Chad Hill,character(0),Grant Jackson,LSU,LSU,KENT,Kent State,2013-09-14,"Baton Rouge, La.",Tiger Stadium,6:02,9:11,3:09,89113,87,ESE 7-10,56% Humidity,0,character(0),0,Y,45,Mar-00,8,11,86,1,1,37,307,312,5,3,58,13,18,0,264,3,52,0,0,13,2-Jan,character(0),10,90,2,0,32,58,89,31,1,14,20,29,0,190,0,25,2,20,KENT-LSU,KENT,LSU,8,50,58,0,0,0,Kent State vs LSU,8,character(0),0,9/14/13,Kent State @ LSU,Kent State-LSU09-14-2013,Kent State,LSU,KENT,LSU,0.3,601371.0,ESPNU
710,09-14-2013AU03,MS@AU09-14-2013,143,AU03,Matt Moore,Rick Lowe,Terry Walters,Jay Vines,Tony Josselyn,M. Williams,Chris Conley,character(0),character(0),AU,Auburn,MS,Mississippi State,2013-09-14,"Auburn, AL",Jordan-Hare,6:06 PM,9:20,3:14,85817,78,4 mph NE,Sunny,0,Y,0,Y,24,Mar-00,character(0),1,5,4,1,36,120,144,24,0,15,23,34,2,339,2,76,3,18,20,2-Jan,character(0),5,33,1,0,40,202,214,12,3,47,15,28,0,213,0,61,0,0,AU-MS,AU,MS,50,50,100,0,WEST,0,Auburn vs Mississippi State,character(0),character(0),0,9/14/13,MSU @ AUB,Mississippi State-Auburn09-14-2013,Mississippi State,Auburn,MS,AU,1.1,1860481.0,ESPN2
712,09-14-2013UOTENN13,TENN@OREGON09-14-2013,145,UOTENN13,"Clark,Land","Jordan,Matt","Troyer,Rich","Longson,Bart","Coyte,Chris","Mothershed,Mich","Hulscher,Bernie",character(0),"Steinbrenner,J",OREGON,Oregon,TENN,Tennessee,2013-09-14,"Eugene, OR",Autzen Stadium,12:36 PM,3:50 PM,3:14,57895,64,Calm,Overcast,0,character(0),0,character(0),59,Mar-00,2,8,62,1,0,41,216,234,18,4,28,25,35,0,471,4,57,2,12,14,1-Feb,character(0),4,40,1,1,38,178,178,0,1,12,15,29,0,138,1,51,0,0,OREGON-TENN,OREGON,TENN,2,50,52,0,0,0,Oregon vs Tennessee,2,character(0),0,9/14/13,UT @ Oregon (ABC),Tennessee-Oregon09-14-2013,Tennessee,Oregon,TENN,OREGON,2.0,3163676.0,ABC
714,09-14-2013SC3_VU,VANDY@SCAR09-14-2013,147,SC3_VU,Matt Loeffler,Brent Sowell,Michael Shirey,Gus Morris III,Rich Martinez,Bobby Ables,James Carter,character(0),Marc Curles,SCAR,South Carolina,VANDY,Vanderbilt,2013-09-14,"Columbia, S.C.",Williams-Brice Stad.,7:00 PM,10:38 PM,3:38,81371,81,2 mph NE,Clear,0,Y,0,Y,35,1-Feb,character(0),5,30,3,2,49,220,225,5,2,21,28,38,1,359,3,39,0,0,25,2-Jan,character(0),0,0,1,1,33,121,152,31,2,20,12,22,1,147,1,29,5,29,SCAR-VANDY,SCAR,VANDY,50,50,100,EAST,0,0,South Carolina vs Vanderbilt,character(0),character(0),0,9/14/13,VU @ USC,Vanderbilt-South Carolina09-14-2013,Vanderbilt,South Carolina,VANDY,SCAR,1.2,1884063.0,ESPN
718,09-07-2013UM090713,UF@MIAMI09-07-2013,131,UM090713,Jeff Flanagan,Jim Eckl,Hugh Campbell,M. Fitzgerald,Robert Luklan,Chris Brown,Watts Key,character(0),character(0),MIAMI,Miami (FL),UF,Florida,2013-09-07,"Miami Gardens, Fla.",Sun Life Stadium,12:01,3:27,3:26,76968,81,SSE 3mph,Mostly Cloudy 73%rh,0,character(0),0,character(0),21,Feb-00,24,5,58,0,0,28,50,90,40,1,12,12,25,1,162,2,52,1,11,16,1-Jan,9,10,70,4,3,44,122,154,32,1,12,22,33,2,291,1,46,2,17,MIAMI-UF,MIAMI,UF,24,9,33,0,0,0,Miami (FL) vs Florida,24,9,0,9/7/13,UF @ Miami,Florida-Miami (FL)09-07-2013,Florida,Miami (FL),UF,MIAMI,3.1,4596297.0,ESPN
721,09-07-2013UGA1302,SCAR@UGA09-07-2013,134,UGA1302,Hubert Owens,Russ Pulley,Mickey Bryson,Chad Green,Stan Murray,Greg Thomas,Chad Hill,character(0),Tim Hix,UGA,Georgia,SCAR,South Carolina,2013-09-07,"Athens, Ga.",Sanford Stadium,4:31,7:49,3:18,92746,86,3 var,Partly cloudy,0,Y,0,character(0),41,1-Jan,character(0),5,16,1,0,53,227,266,39,1,28,17,23,0,309,4,85,2,16,30,1-Jan,character(0),5,40,1,1,36,226,241,15,2,75,16,25,0,228,2,30,2,7,SCAR-UGA,SCAR,UGA,50,50,100,EAST,0,0,South Carolina vs Georgia,5,6,0,9/7/13,USC @ UGA,South Carolina-Georgia09-07-2013,South Carolina,Georgia,SCAR,UGA,4.3,7045237.0,ESPN
724,09-07-2013TOLEDO~1,TOLEDO@MIZZU09-07-2013,137,TOLEDO~1,Tom McCabe,David Parker,Mike Maisner,Dan Richard,Matthew Edwards,Kyle DeBuse,Matt Kukar,character(0),Chad Walker,MIZZU,Missouri,TOLEDO,Toledo,2013-09-07,"Columbia, Mo.",Faurot Field,2:32 PM,5:55 PM,3:23,56785,92,SW10 MPH,Mostly Sunny,0,character(0),0,character(0),38,Feb-00,character(0),4,50,0,0,47,172,203,31,3,21,16,25,1,212,1,51,4,29,23,0-2,character(0),9,53,0,0,23,125,128,3,1,26,26,41,3,262,1,41,0,0,MIZZU-TOLEDO,MIZZU,TOLEDO,50,50,100,0,0,0,Missouri vs Toledo,character(0),character(0),0,9/7/13,Toledo @ MIZ,Toledo-Missouri09-07-2013,Toledo,Missouri,TOLEDO,MIZZU,0.2,325649.0,ESPNU
725,09-07-2013UAB0907,UAB@LSU09-07-2013,138,UAB0907,Penn Wagers,Rick Lowe,Terry Walters,Jay Vines,Michael Watson,Jeff Batts,Chris Jamison,character(0),Sherman Shields,LSU,LSU,UAB,UAB,2013-09-07,"Baton Rouge, La.",Tiger Stadium,6:42,9:58,3:16,90037,83,ESE 1-5,Cloudy at kickoff,0,character(0),0,Y,56,Feb-00,9,5,45,2,1,34,152,171,19,2,15,17,20,0,293,5,49,0,0,17,0-2,character(0),5,35,1,1,43,160,181,21,1,24,9,25,0,136,1,41,3,14,LSU-UAB,LSU,UAB,9,50,59,0,0,0,LSU vs UAB,9,character(0),0,9/7/13,UAB @ LSU,UAB-LSU09-07-2013,UAB,LSU,UAB,LSU,0.4,659206.0,ESPNU
728,08-31-2013CU0831,UGA@CU08-31-2013,118,CU0831,Brad Allen,Jim Hyson,Rick Page,Arthur Hardin,Ron Boyd,Kip Johnson,D. Harrison,character(0),character(0),CU,Clemson,UGA,Georgia,2013-08-31,"Clemson, SC",Memorial Stadium,8:23 PM,11:53 PM,3:30,83830,79,Calm,Partly cloudy,0,character(0),0,Y,38,Jan-00,8,5,38,1,1,46,197,206,9,2,36,18,30,0,270,3,77,1,1,35,0-1,5,9,84,3,1,41,222,255,33,5,75,20,29,1,323,0,38,4,26,CU-UGA,CU,UGA,8,5,13,0,0,0,Clemson vs Georgia,8,5,0,8/31/13,UGA @ Clemson (ABC),Georgia-Clemson08-31-2013,Georgia,Clemson,UGA,CU,4.8,8137249.0,ABC
729,08-31-2013WKU01,UK@WKU08-31-2013,119,WKU01,Tom Ritter,Casey Moreland,Tim Beard,Johnny Crawford,Brad Freeman,Chuck Russ,John Wright,character(0),Mike Watson,WKU,Western Kentucky,UK,Kentucky,2013-08-31,"Nashville, TN",LP Field,6:15PM,9:48PM,3:33,47623,89,S 14 MPH,Partly Cloudy,0,character(0),1,Y,35,Jan-00,character(0),5,35,3,2,41,216,230,14,4,21,27,34,0,271,1,25,1,5,26,0-1,character(0),10,69,2,1,32,216,238,22,2,50,18,28,0,203,1,34,3,18,UK-WKU,UK,WKU,50,50,100,0,0,0,Kentucky vs Western Kentucky,character(0),character(0),0,8/31/13,UK @ W KY (ESPNews),Kentucky-Western Kentucky08-31-2013,Kentucky,Western Kentucky,UK,WKU,0.3,378470.0,ESPNews
731,08-31-2013CC2013,LSU@TCU08-31-2013,121,CC2013,John O'Neill,Mike Pilarski,Tom Krispinsky,Tripp Sutter,Robert Smith,Darrel Leftwich,Bobby Sagers,character(0),Greg  Blum,TCU,TCU,LSU,LSU,2013-08-31,"Arlington, Texas",AT&T Stadium,8:11 PM,11:43 PM,3:32,80230,72,,indoors,0,character(0),1,Y,27,0-1,character(0),9,55,3,1,26,114,134,20,2,26,15,28,1,145,0,35,1,9,37,Jan-00,character(0),7,42,1,1,48,197,226,29,3,52,16,32,0,251,1,44,2,16,LSU-TCU,LSU,TCU,50,50,100,0,0,0,LSU vs TCU,20,12,0,8/31/13,LSU @ TCU,LSU-TCU08-31-2013,LSU,TCU,LSU,TCU,1.9,3171944.0,ESPN
732,08-31-2013MSU-OSU,MS@OKSTU08-31-2013,122,MSU-OSU,Dan Capron,Jim Shaw,Paul Engelberts,Red Ryan,Mike Brown,Al Terry,Craig Jeffreys,character(0),Jeff Servinski,OKSTU,Oklahoma State,MS,Mississippi State,2013-08-31,"Houston, Texas",Reliant Stadium,2:38 PM,5:58 PM,3:20,35874,72,Calm,"Mild, roof closed",0,character(0),1,character(0),21,Jan-00,character(0),7,86,1,0,40,286,296,10,3,46,21,33,0,146,0,21,0,0,3,0-1,character(0),11,74,0,0,37,111,147,36,0,22,17,33,2,222,0,35,3,20,MS-OKSTU,MS,OKSTU,50,50,100,0,0,0,Mississippi State vs Oklahoma State,character(0),character(0),0,8/31/13,MSU @ OK State,Mississippi State-Oklahoma State08-31-2013,Mississippi State,Oklahoma State,MS,OKSTU,2.4,3665292.0,ESPN2
734,08-31-2013RICE0831,RICE@TAMU08-31-2013,124,RICE0831,Matt Austin,Rodney Lawary,Michael Taylor,Tim Sistrunk,Steven Patrick,Blake Parks,Bobby Moreau,character(0),character(0),TAMU,Texas A&M,RICE,Rice,2013-08-31,"College Station, TX",Kyle Field,12:02 PM,3:34 PM,3:32,86686,90,South 6,Hot and Humid,0,character(0),0,character(0),52,Jan-00,7,5,51,1,1,39,202,218,16,3,22,20,27,0,284,4,71,2,12,31,0-1,character(0),8,53,1,0,51,306,331,25,2,57,21,37,2,203,2,27,2,9,RICE-TAMU,RICE,TAMU,7,50,57,0,0,0,Rice vs Texas A&M,7,character(0),0,8/31/13,Rice @ TAMU,Rice-Texas A&M08-31-2013,Rice,Texas A&M,RICE,TAMU,2.7,4207665.0,ESPN
736,08-31-2013CFAKO13,UA@VT08-31-2013,126,CFAKO13,Bill LeMonnier,Steve Woods,Dave Chesney,Micheal Dolce,Kevin Schwarzel,Joel Clay,Frank Steratore,character(0),Joe Sturniolo,VT,Virginia Tech,UA,Alabama,2013-08-31,"Atlanta, Georgia",Georgia Dome,5:36,8:49,3:13,73114,72,None,Indoor,0,character(0),1,character(0),10,0-1,character(0),7,35,0,0,33,153,160,7,1,77,5,26,1,59,0,34,1,4,35,Jan-00,character(0),4,25,0,0,38,96,143,47,1,27,10,24,1,110,1,38,4,23,UA-VT,UA,VT,50,50,100,0,0,0,Alabama vs Virginia Tech,,1,0,8/31/13,ALA vs. Virginia Tech,Alabama-Virginia Tech08-31-2013,Alabama,Virginia Tech,UA,VT,3.0,5168771.0,ESPN
737,08-31-2013AU01,WASHST@AU08-31-2013,127,AU01,Hubert Owens,Russ Pulley,Paul Petrisko,Chad Green,Stan Murray,Greg Thomas,Chad Hill,character(0),Jim Kelley,AU,Auburn,WASHST,Washington State,2013-08-31,"Auburn, AL",Jordan-Hare,6:02 PM,9:42 PM,3:40,85095,84,SE 5,Hot and Muggy,0,character(0),0,Y,31,Jan-00,character(0),5,30,3,1,45,297,310,13,2,75,10,20,0,99,0,34,1,4,24,0-1,character(0),5,21,0,0,23,120,141,21,2,24,35,65,3,344,1,53,2,10,AU-WASHST,AU,WASHST,50,50,100,0,0,0,Auburn vs Washington State,character(0),character(0),0,8/31/13,Washington St @ AUB,Washington State-Auburn08-31-2013,Washington State,Auburn,WASHST,AU,0.5,921593.0,ESPNU
738,08-29-2013130829VU,OM@VANDY08-29-2013,115,130829VU,"MOORE,Matt","QUICK,Tom","LEWIS,Kirk","JAYROE,Gary","JOSSELYN,Tony","WILLIAMS,M.","CONLEY,Chris",character(0),"WAGERS,Penn",VANDY,Vanderbilt,OM,Mississippi (Ole Miss),2013-08-29,"Nashville, Tenn.",Vanderbilt Stadium,8:21 PM,12:00,3:39,40350,88,WNW 3,CLOUDY,0,Y,0,Y,35,0-1,character(0),5,40,2,0,33,126,143,17,3,32,21,36,2,300,2,55,1,10,39,Jan-00,character(0),4,49,0,0,37,206,229,23,5,75,31,47,0,283,0,39,4,22,OM-VANDY,OM,VANDY,50,50,100,0,0,INTER,Mississippi (Ole Miss) vs Vanderbilt,character(0),character(0),0,8/29/13,UM @ VU,Mississippi (Ole Miss)-Vanderbilt08-29-2013,Mississippi (Ole Miss),Vanderbilt,OM,VANDY,1.9,2740234.0,ESPN
739,08-29-2013SC1,UNC@SCAR08-29-2013,116,SC1,Dennis Hennigan,Michael Webster,Allen Andrick,John Hoffmann,Gary Danewicz,Billy Beckett,Watts Key,character(0),Jeff Batts,SCAR,South Carolina,UNC,North Carolina,2013-08-29,"Columbia, S.C.",Williams-Brice Stad.,6:00 PM,10:55,3:11,81572,93,NNW 6mph,Partly Cloudy,0,character(0),0,Y,27,Jan-00,character(0),7,53,0,0,38,228,240,12,1,75,12,21,0,178,2,65,1,10,10,0-1,character(0),6,55,2,1,36,99,137,38,0,15,26,43,0,194,1,24,3,30,SCAR-UNC,SCAR,UNC,50,50,100,0,0,0,South Carolina vs North Carolina,character(0),character(0),0,8/29/13,UNC vs. USC,North Carolina-South Carolina08-29-2013,North Carolina,South Carolina,UNC,SCAR,2.4,3652676.0,ESPN
742,12-01-2012SEC2012,UA@UGA12-01-2012,112,SEC2012,Tom Ritter,Casey Moreland,Mike Taylor,Gary Jayroe,Rich Martinez,Brad Freeman,Chuck Russ,character(0),character(0),UGA,Georgia,UA,Alabama,2012-12-01,"Atlanta, Georgia",Georgia Dome,4:11 PM,7:53 PM,3:42,75624,0,,,1,character(0),1,character(0),28,2-Nov,3,7,64,0,0,29,113,128,15,2,18,19,34,1,281,1,45,3,15,32,1-Dec,2,2,15,3,1,51,350,374,24,3,41,13,21,1,162,1,45,3,17,UA-UGA,UA,UGA,3,2,5,0,0,0,Alabama vs Georgia,3,2,0,12/1/12,ALA vs. UGA,Alabama-Georgia12-01-2012,Alabama,Georgia,UA,UGA,9.8,16230000.0,CBS
743,11-24-2012UA12,AU@UA11-24-2012,104,UA12,Matt Moore,Tom Quick,Mickey Bryson,Gary Jayroe,Tony Josselyn,M. Williams,Chris Conley,character(0),character(0),UA,Alabama,AU,Auburn,2012-11-24,"Tuscaloosa, Ala.",Bryant-Denny,2:40 PM,5:49 PM,3:09,101821,53,NW@8mph,Sunny Skies,0,Y,0,character(0),49,11/1/2000,character(0),2,10,1,1,47,267,278,11,3,38,15,22,0,216,4,38,0,0,0,3/9/2000,character(0),8,77,3,1,32,92,106,14,0,14,5,15,2,71,0,23,2,3,AU-UA,AU,UA,50,50,100,0,WEST,0,Auburn vs Alabama,2,,0,11/24/12,AUB @ ALA,Auburn-Alabama11-24-2012,Auburn,Alabama,AU,UA,2.4,3890000.0,CBS
744,11-24-2012FS1124,UF@FSU11-24-2012,105,FS1124,Brad Allen,Jim Hyson,Richard Misner,Arthur Hardin,Ron Boyd,Mike Cullin,Darrell Harriso,character(0),character(0),FSU,Florida State,UF,Florida,2012-11-24,"Tallahassee, Fla.",Doak Campbell,3:43,7:18,3:35,83429,66,NNW 10,"gusts to 17, sunny",0,character(0),0,character(0),26,2-Oct,10,3,20,3,2,25,112,140,28,2,23,19,36,3,188,1,27,2,20,37,1-Nov,6,12,101,1,1,47,244,298,54,3,37,16,25,0,150,1,21,4,43,FSU-UF,FSU,UF,10,6,16,0,0,0,Florida State vs Florida,10,6,0,11/24/12,UF @ Florida State (ABC),Florida-Florida State11-24-2012,Florida,Florida State,UF,FSU,5.1,8466280.0,ABC
745,11-24-2012GT1124,GT@UGA11-24-2012,106,GT1124,Tom Zimorski,Danny Worrell,Jack Weiland,John Busch,Tommy Pace,Billy Beckett,Watts Key,character(0),character(0),UGA,Georgia,GT,Georgia Tech,2012-11-24,"Athens, Ga.",Sanford Stadium,12:01 PM,3:13,3:12,92746,52,10 NW,Clear,0,character(0),0,character(0),42,1-Nov,character(0),5,55,1,0,31,164,177,13,4,22,14,18,0,215,2,57,1,7,10,6-Jun,character(0),4,30,5,1,67,306,343,37,1,25,10,21,1,120,0,43,0,0,GT-UGA,GT,UGA,50,50,100,0,0,0,Georgia Tech vs Georgia,3,,0,11/24/12,Georgia Tech @ UGA,Georgia Tech-Georgia11-24-2012,Georgia Tech,Georgia,GT,UGA,1.7,2294725.0,ESPN
747,11-24-2012TA12-MU,MIZZU@TAMU11-24-2012,108,TA12-MU,Matt Loeffler,Brent Sowell,Michael Shirey,Tim Sistrunk,Rich Martinez,Brad Freeman,Bobby Moreau,character(0),character(0),TAMU,Texas A&M,MIZZU,Missouri,2012-11-24,"College Station, TX",Kyle Field,6:08 PM,9:58,3:50,87222,61,E/NE 3,Cool,0,Y,0,Y,59,2-Oct,9,4,31,3,0,42,237,252,15,5,41,35,50,1,410,3,39,1,10,29,7-May,character(0),9,80,1,1,36,189,202,13,2,38,20,38,1,276,2,74,1,2,MIZZU-TAMU,MIZZU,TAMU,9,50,59,0,0,INTER,Missouri vs Texas A&M,9,character(0),0,11/24/12,MIZ @ TAMU,Missouri-Texas A&M11-24-2012,Missouri,Texas A&M,MIZZU,TAMU,0.8,1053519.0,ESPN2
748,11-24-2012UM-MSU,MS@OM11-24-2012,109,UM-MSU,Tom Ritter,Casey Moreland,Tim Beard,Johnny Crawford,John Wright,Bobby Ables,Chuck Russ,character(0),character(0),OM,Mississippi (Ole Miss),MS,Mississippi State,2012-11-24,"Oxford, Miss.",Vaught-Hemingway,6:06p.m.,9:26p.m.,3:20,61005,39,Calm,Fair,0,Y,0,Y,41,6-Jun,character(0),4,35,1,1,56,233,248,15,0,29,15,22,2,294,5,77,1,4,24,4-Aug,24,5,66,0,0,25,30,65,35,0,16,21,39,2,303,2,68,3,22,MS-OM,MS,OM,50,24,74,0,WEST,0,Mississippi State vs Mississippi (Ole Miss),character(0),24,0,11/24/12,MSU @ UM,Mississippi State-Mississippi (Ole Miss)11-24-2012,Mississippi State,Mississippi (Ole Miss),MS,OM,0.4,502011.0,ESPNU
749,11-24-2012CU1124,SCAR@CU11-24-2012,110,CU1124,Hubert Owens,Russ Pulley,Paul Petrisko,Chad Green,Stan Murray,Greg Thomas,Chris Jamison,character(0),character(0),CU,Clemson,SCAR,South Carolina,2012-11-24,"Clemson, SC",Memorial Stadium,7:15 PM,10:47 PM,3:32,82000,48,NW 5-10,Clear,0,character(0),0,Y,17,2-Oct,9,7,59,0,0,35,145,176,31,1,32,11,24,2,183,1,43,6,30,27,2-Oct,12,12,110,2,0,45,134,178,44,0,26,23,41,1,310,3,36,4,35,CU-SCAR,CU,SCAR,9,12,21,0,0,0,Clemson vs South Carolina,9,12,0,11/24/12,USC @ Clemson,South Carolina-Clemson11-24-2012,South Carolina,Clemson,SCAR,CU,2.0,3051373.0,ESPN
750,11-24-2012WF1124,VANDY@WF11-24-2012,111,WF1124,David Smith,Jeff Roberson,Will McDonald,W.Randall Kizer,Scott Vaughan,Andy Britton,Chad Hill,character(0),character(0),WF,Wake Forest,VANDY,Vanderbilt,2012-11-24,"Winston-Salem, N.C.",BB&T Field,3:32 PM,6:40 PM,3:08,26134,47,NW 17mph,Clear,0,character(0),0,character(0),21,7-May,character(0),4,42,1,1,44,124,154,30,2,18,18,38,1,186,0,25,3,21,55,4-Aug,character(0),6,60,2,2,34,203,220,17,3,90,17,23,1,229,2,64,2,12,VANDY-WF,VANDY,WF,50,50,100,0,0,0,Vanderbilt vs Wake Forest,character(0),character(0),0,11/24/12,VU @ Wake Forest,Vanderbilt-Wake Forest11-24-2012,Vanderbilt,Wake Forest,VANDY,WF,0.1,98635.0,ESPNU
751,11-23-2012AR112312,LSU@AR11-23-2012,103,AR112312,Matt Austin,"W. Hackett, Jr.",Michael Taylor,Lane Thomas,Steven Patrick,Blake Parks,Rob Skelton,character(0),character(0),AR,Arkansas,LSU,LSU,2012-11-23,"Fayetteville, Ark.",DWR Razorback,1:37 PM,5:22 PM,3:45,71117,47,NNW 18,clear,0,Y,0,character(0),13,8-Apr,character(0),5,45,3,1,24,103,109,6,0,12,31,53,1,359,1,37,1,3,20,2-Oct,8,4,41,0,0,38,89,117,28,1,19,16,29,0,217,1,47,3,22,AR-LSU,AR,LSU,50,8,58,0,WEST,0,Arkansas vs LSU,character(0),8,0,11/23/12,LSU @ ARK,LSU-Arkansas11-23-2012,LSU,Arkansas,LSU,AR,2.8,4220000.0,CBS
756,11-17-2012LS11,OM@LSU11-17-2012,96,LS11,Matt Moore,Tom Quick,Kirk Lewis,Gary Jayroe,Tony Josselyn,Mike Williams,Chris Conley,character(0),character(0),LSU,LSU,OM,Mississippi (Ole Miss),2012-11-17,"Baton Rouge, La.",Tiger Stadium,2:39 PM,6:25 PM,3:46,92872,69,NNE 5-7,Sunny  30% humidity,0,Y,0,character(0),41,2-Sep,8,6,56,2,1,38,145,164,19,4,27,22,38,2,282,0,48,1,9,35,6-May,character(0),6,34,2,1,41,147,178,31,3,58,16,37,3,316,2,56,3,23,LSU-OM,LSU,OM,8,50,58,0,WEST,0,LSU vs Mississippi (Ole Miss),8,character(0),0,11/17/12,UM @ LSU,Mississippi (Ole Miss)-LSU11-17-2012,Mississippi (Ole Miss),LSU,OM,LSU,2.5,3740000.0,CBS
759,11-17-2012FSYRMISS,SU@MIZZU11-17-2012,99,FSYRMISS,John McDaid,Jeff Akers,Jeff Cooney,Jon Stabile,Bryan Platt,Rick Santilli,Bruce Williams,character(0),character(0),MIZZU,Missouri,SU,Syracuse,2012-11-17,"Columbia, Mo.",Faurot Field,6:02 PM,9:17,3:15,63045,51,6 SSE,Mostly Clear,0,character(0),0,Y,27,6-May,character(0),8,68,0,0,41,120,176,56,1,11,21,31,1,364,2,70,4,39,31,5-Jun,character(0),5,60,0,0,36,123,129,6,2,12,26,40,1,385,2,31,0,0,MIZZU-SU,MIZZU,SU,50,50,100,0,0,0,Missouri vs Syracuse,character(0),character(0),0,11/17/12,Syracuse @ MIZ,Syracuse-Missouri11-17-2012,Syracuse,Missouri,SU,MIZZU,0.4,447941.0,ESPNU
760,11-17-2012121117VU,TENN@VANDY11-17-2012,100,121117VU,"LOEFFLER,Matt","SOWELL,Brent","SHIREY,Michael","SISTRUNK,Tim","MARTINEZ,Rich","ABLES,Bobby","MOREAU,Bobby",character(0),character(0),VANDY,Vanderbilt,TENN,Tennessee,2012-11-17,"Nashville, Tenn.",Vanderbilt Stadium,6:05 PM,9:43,3:38,40350,55,CALM,CLEAR,0,Y,0,Y,41,4-Jul,character(0),12,90,2,0,40,194,209,15,2,47,14,28,1,248,3,72,0,0,18,7-Apr,character(0),9,64,1,0,33,149,174,25,0,30,19,41,3,154,1,20,2,15,TENN-VANDY,TENN,VANDY,50,50,100,EAST,0,0,Tennessee vs Vanderbilt,character(0),character(0),0,11/17/12,UT @ VU,Tennessee-Vanderbilt11-17-2012,Tennessee,Vanderbilt,TENN,VANDY,0.8,1096543.0,ESPN2
